grade,track,subject,book,chapter,topic,subtopic,difficulty,question,option_a,option_b,option_c,option_d,correct_option,explanation,source,source_type,source_year
یازدهم,ریاضی,دین و زندگی,دین و زندگی,بخش 1,توحید,,متوسط,توحید در ربوبیت به چه معناست؟,خداوند مدبر جهان است,انکار خدا,چندخدایی,بی‌نیازی از هدایت,A,ربوبیت به تدبیر و پروردگاری خداوند اشاره دارد.,ترنم همدلی,original,1405
یازدهم,ریاضی,دین و زندگی,دین و زندگی,بخش 2,نبوت,,متوسط,یکی از نیازهای انسان به پیامبران چیست؟,هدایت الهی,افزایش ثروت,حل همه مسائل علمی,حذف اختیار,A,پیامبران راه هدایت الهی را ارائه می‌کنند.,ترنم همدلی,original,1405
یازدهم,ریاضی,دین و زندگی,دین و زندگی,بخش 3,معاد,,متوسط,باور به معاد چه اثری می‌تواند داشته باشد؟,مسئولیت‌پذیری,بی‌تفاوتی,بی‌قانونی,ناامیدی,A,باور به حسابرسی می‌تواند مسئولیت‌پذیری را تقویت کند.,ترنم همدلی,original,1405
یازدهم,ریاضی,دین و زندگی,دین و زندگی,بخش 4,اخلاق,,متوسط,اخلاص یعنی چه؟,انجام عمل برای رضای خدا,انجام کار برای شهرت,ترس از مردم,خودنمایی,A,اخلاص به نیت الهی در عمل اشاره دارد.,ترنم همدلی,original,1405
یازدهم,ریاضی,دین و زندگی,دین و زندگی,بخش 5,اختیار,,متوسط,اختیار انسان با مسئولیت چه ارتباطی دارد؟,انتخاب زمینه مسئولیت است,هیچ ارتباطی ندارد,اختیار مسئولیت را حذف می‌کند,مسئولیت را ناممکن می‌کند,A,مسئولیت اخلاقی بر انتخاب آگاهانه استوار است.,ترنم همدلی,original,1405
یازدهم,ریاضی,دین و زندگی,دین و زندگی,بخش 6,هدایت,,متوسط,عقل و وحی چه نقشی در هدایت دارند؟,راهنمایی انسان,ایجاد سردرگمی,حذف انتخاب,افزایش جهل,A,هر دو در چارچوب آموزه دینی ابزار هدایت‌اند.,ترنم همدلی,original,1405
یازدهم,ریاضی,زبان انگلیسی,زبان انگلیسی,بخش 1,واژگان,,متوسط,"meaning of ""benefit"" چیست؟",فایده,خطر,هزینه,شکست,A,benefit یعنی فایده.,ترنم همدلی,original,1405
یازدهم,ریاضی,زبان انگلیسی,زبان انگلیسی,بخش 2,گرامر,,متوسط,کدام جمله درست است؟,She has finished her work.,She have finished.,She finish has.,She finishing has.,A,ساختار حال کامل برای she با has است.,ترنم همدلی,original,1405
یازدهم,ریاضی,زبان انگلیسی,زبان انگلیسی,بخش 3,مجهول,,متوسط,کدام جمله مجهول است؟,Ali wrote the letter.,The letter was written by Ali.,Ali writes letters.,Ali is writing.,B,در جمله دوم فاعل گیرنده عمل است.,ترنم همدلی,original,1405
یازدهم,ریاضی,زبان انگلیسی,زبان انگلیسی,بخش 4,شرطی,,متوسط,کدام جمله شرطی نوع اول است؟,"If it rains, we will stay home.","If it rained, we would stay.","If it had rained, we would have stayed.",It rains yesterday.,A,شرطی نوع اول معمولاً if+حال و will دارد.,ترنم همدلی,original,1405
یازدهم,ریاضی,زبان انگلیسی,زبان انگلیسی,بخش 5,درک مطلب,,متوسط,برای فهم ایده اصلی متن چه چیزی مهم است؟,تمرکز بر پیام کلی,حفظ همه کلمات,نادیده گرفتن عنوان,فقط ترجمه یک جمله,A,ایده اصلی پیام کلی متن است.,ترنم همدلی,original,1405
یازدهم,ریاضی,زبان انگلیسی,زبان انگلیسی,بخش 6,واژگان,,متوسط,"opposite of ""increase"" چیست؟",decrease,improve,expand,raise,A,decrease متضاد increase است.,ترنم همدلی,original,1405
یازدهم,ریاضی,ریاضی,ریاضی یازدهم,بخش 1,تابع,,متوسط,اگر f(x)=x² باشد f(-2) چند است؟,-4,-2,2,4,D,(-2)²=4.,ترنم همدلی,original,1405
یازدهم,ریاضی,ریاضی,ریاضی یازدهم,بخش 2,معادله,,متوسط,حل x²=9 کدام است؟,3,-3,3 و -3,9,C,ریشه‌های معادله 3 و -3 هستند.,ترنم همدلی,original,1405
یازدهم,ریاضی,ریاضی,ریاضی یازدهم,بخش 3,مشتق,,متوسط,مشتق 3x² چیست؟,3x,6x,x²,6,B,مشتق 3x² برابر 6x است.,ترنم همدلی,original,1405
یازدهم,ریاضی,ریاضی,ریاضی یازدهم,بخش 4,احتمال,,متوسط,در پرتاب یک تاس سالم احتمال آمدن عدد زوج چیست؟,1/6,1/3,1/2,2/3,C,سه حالت از شش حالت زوج‌اند.,ترنم همدلی,original,1405
یازدهم,ریاضی,ریاضی,ریاضی یازدهم,بخش 5,بردار,,متوسط,بردار چه کمیتی است؟,فقط اسکالر,دارای اندازه و جهت,فقط جهت,بدون اندازه,B,بردار هم اندازه و هم جهت دارد.,ترنم همدلی,original,1405
یازدهم,ریاضی,ریاضی,ریاضی یازدهم,بخش 6,آمار,,متوسط,میانگین 2،4،6 و 8 چند است؟,4,5,6,20,B,جمع 20 و تقسیم بر 4 برابر 5 است.,ترنم همدلی,original,1405
یازدهم,ریاضی,فیزیک,فیزیک یازدهم,بخش 1,حرکت,,متوسط,شتاب متوسط چیست؟,تغییر سرعت تقسیم بر زمان,مسافت تقسیم بر زمان,نیرو تقسیم بر جرم,جرم تقسیم بر زمان,A,a=Δv/Δt.,ترنم همدلی,original,1405
یازدهم,ریاضی,فیزیک,فیزیک یازدهم,بخش 2,دینامیک,,متوسط,قانون سوم نیوتن بر چه اصلی استوار است؟,کنش و واکنش,پایستگی جرم,قانون اهم,اصل برنولی,A,نیروهای کنش و واکنش برابر و خلاف جهت‌اند.,ترنم همدلی,original,1405
یازدهم,ریاضی,فیزیک,فیزیک یازدهم,بخش 3,الکتریسیته,,متوسط,قانون اهم چیست؟,V=IR,V=I/R,I=VR,R=VI,A,قانون اهم V=IR است.,ترنم همدلی,original,1405
یازدهم,ریاضی,فیزیک,فیزیک یازدهم,بخش 4,مغناطیس,,متوسط,میدان مغناطیسی اطراف جریان الکتریکی چگونه ایجاد می‌شود؟,جریان الکتریکی,سکون کامل بار,خلأ,فشار,A,جریان الکتریکی میدان مغناطیسی ایجاد می‌کند.,ترنم همدلی,original,1405
یازدهم,ریاضی,فیزیک,فیزیک یازدهم,بخش 5,نوسان,,متوسط,دوره تناوب چیست؟,زمان یک نوسان کامل,تعداد نوسان در ثانیه,دامنه,طول موج,A,دوره زمان یک نوسان کامل است.,ترنم همدلی,original,1405
یازدهم,ریاضی,فیزیک,فیزیک یازدهم,بخش 6,انرژی,,متوسط,انرژی پتانسیل گرانشی به چه عواملی وابسته است؟,جرم و ارتفاع,فقط سرعت,فقط زمان,مقاومت,A,U=mgh.,ترنم همدلی,original,1405
یازدهم,ریاضی,شیمی,شیمی یازدهم,بخش 1,اتم,,متوسط,ایزوتوپ‌های یک عنصر در چه چیزی متفاوت‌اند؟,تعداد نوترون,تعداد پروتون,نام عنصر,عدد اتمی,A,ایزوتوپ‌ها پروتون یکسان و نوترون متفاوت دارند.,ترنم همدلی,original,1405
یازدهم,ریاضی,شیمی,شیمی یازدهم,بخش 2,استوکیومتری,,متوسط,یک مول تقریباً چند ذره دارد؟,6.02×10^23,6.02×10^3,10^23,6.02,A,عدد آووگادرو حدود 6.02×10^23 است.,ترنم همدلی,original,1405
یازدهم,ریاضی,شیمی,شیمی یازدهم,بخش 3,محلول,,متوسط,غلظت مولار یعنی چه؟,مول حل‌شونده در لیتر محلول,جرم در گرم,لیتر در مول,فشار در حجم,A,مولاریته mol/L است.,ترنم همدلی,original,1405
یازدهم,ریاضی,شیمی,شیمی یازدهم,بخش 4,تعادل,,متوسط,در تعادل شیمیایی چه چیزی برابر می‌شود؟,سرعت واکنش رفت و برگشت,غلظت همه مواد,جرم همه مواد,دما و فشار,A,در تعادل سرعت رفت و برگشت برابر است.,ترنم همدلی,original,1405
یازدهم,ریاضی,شیمی,شیمی یازدهم,بخش 5,اسید و باز,,متوسط,کدام ماده در آب یون H+ بیشتری ایجاد می‌کند؟,اسید,باز,نمک خنثی,فلز,A,اسیدها دهنده H+ هستند.,ترنم همدلی,original,1405
یازدهم,ریاضی,شیمی,شیمی یازدهم,بخش 6,آلی,,متوسط,گروه عاملی الکل چیست؟,OH-,COOH,NH2,CHO,A,الکل‌ها گروه هیدروکسیل OH دارند.,ترنم همدلی,original,1405
یازدهم,انسانی,فارسی,فارسی,بخش 1,واژگان,,متوسط,واژه «فرهیخته» به کدام معنا نزدیک‌تر است؟,دانشمند,بی‌تجربه,کم‌حوصله,بی‌تفاوت,A,فرهیخته به فرد دانش‌آموخته و اهل فرهنگ گفته می‌شود.,ترنم همدلی,original,1405
یازدهم,انسانی,فارسی,فارسی,بخش 2,آرایه,,متوسط,در «قد سرو» کدام آرایه دیده می‌شود؟,تشبیه,تضاد,جناس,سجع,A,قد به سرو مانند شده است.,ترنم همدلی,original,1405
یازدهم,انسانی,فارسی,فارسی,بخش 3,دستور,,متوسط,در «دانش‌آموزان درس را خواندند» نهاد کدام است؟,درس,دانش‌آموزان,را,خواندند,B,انجام‌دهنده فعل نهاد است.,ترنم همدلی,original,1405
یازدهم,انسانی,فارسی,فارسی,بخش 4,املاء,,متوسط,کدام واژه درست است؟,تأثیر,تاثیر,تأثیرر,تاثیر,A,املای معیار «تأثیر» است.,ترنم همدلی,original,1405
یازدهم,انسانی,فارسی,فارسی,بخش 5,قرابت,,متوسط,کدام مفهوم به ارزش دانش نزدیک‌تر است؟,دانایی عامل رشد است,ثروت همیشه کافی است,تلاش بی‌فایده است,یادگیری بی‌ارزش است,A,مفهوم بر اهمیت دانش تأکید دارد.,ترنم همدلی,original,1405
یازدهم,انسانی,فارسی,فارسی,بخش 6,نگارش,,متوسط,مقدمه خوب چه ویژگی دارد؟,ارتباط با موضوع,بی‌ربطی,تکرار نتیجه,حذف موضوع,A,مقدمه باید زمینه موضوع را فراهم کند.,ترنم همدلی,original,1405
یازدهم,انسانی,عربی,عربی,بخش 1,ترجمه,,متوسط,معنی «الطلابُ مجتهدون» چیست؟,دانش‌آموزان کوشا هستند,دانش‌آموز کوشاست,معلمان کوشا هستند,دانش‌آموزان غایب‌اند,A,ترجمه جمله همین است.,ترنم همدلی,original,1405
یازدهم,انسانی,عربی,عربی,بخش 2,اسم فاعل,,متوسط,اسم فاعل «کاتب» به چه معناست؟,نویسنده/نویسنده‌کننده,نوشته‌شده,کتاب,خوانده‌شده,A,کاتب اسم فاعل از کتب است.,ترنم همدلی,original,1405
یازدهم,انسانی,عربی,عربی,بخش 3,فعل مضارع,,متوسط,«یذهب» چه زمانی را نشان می‌دهد؟,مضارع,ماضی,امر,نهی,A,یذهب فعل مضارع است.,ترنم همدلی,original,1405
یازدهم,انسانی,عربی,عربی,بخش 4,عدد,,متوسط,«ثلاثة» چه عددی است؟,دو,سه,چهار,پنج,B,ثلاثة یعنی سه.,ترنم همدلی,original,1405
یازدهم,انسانی,عربی,عربی,بخش 5,جمع,,متوسط,جمع «معلم» کدام است؟,معلمان,معلمون,تعلیم,معلومة,B,در حالت رفع جمع مذکر سالم «معلمون» است.,ترنم همدلی,original,1405
یازدهم,انسانی,عربی,عربی,بخش 6,مفعول,,متوسط,در «قرأ الطالبُ الکتابَ» مفعول چیست؟,الطالب,قرأ,الکتاب,هیچ‌کدام,C,الکتاب مفعول فعل قرأ است.,ترنم همدلی,original,1405
یازدهم,انسانی,دین و زندگی,دین و زندگی,بخش 1,توحید,,متوسط,توحید در ربوبیت به چه معناست؟,خداوند مدبر جهان است,انکار خدا,چندخدایی,بی‌نیازی از هدایت,A,ربوبیت به تدبیر و پروردگاری خداوند اشاره دارد.,ترنم همدلی,original,1405
یازدهم,انسانی,دین و زندگی,دین و زندگی,بخش 2,نبوت,,متوسط,یکی از نیازهای انسان به پیامبران چیست؟,هدایت الهی,افزایش ثروت,حل همه مسائل علمی,حذف اختیار,A,پیامبران راه هدایت الهی را ارائه می‌کنند.,ترنم همدلی,original,1405
یازدهم,انسانی,دین و زندگی,دین و زندگی,بخش 3,معاد,,متوسط,باور به معاد چه اثری می‌تواند داشته باشد؟,مسئولیت‌پذیری,بی‌تفاوتی,بی‌قانونی,ناامیدی,A,باور به حسابرسی می‌تواند مسئولیت‌پذیری را تقویت کند.,ترنم همدلی,original,1405
یازدهم,انسانی,دین و زندگی,دین و زندگی,بخش 4,اخلاق,,متوسط,اخلاص یعنی چه؟,انجام عمل برای رضای خدا,انجام کار برای شهرت,ترس از مردم,خودنمایی,A,اخلاص به نیت الهی در عمل اشاره دارد.,ترنم همدلی,original,1405
یازدهم,انسانی,دین و زندگی,دین و زندگی,بخش 5,اختیار,,متوسط,اختیار انسان با مسئولیت چه ارتباطی دارد؟,انتخاب زمینه مسئولیت است,هیچ ارتباطی ندارد,اختیار مسئولیت را حذف می‌کند,مسئولیت را ناممکن می‌کند,A,مسئولیت اخلاقی بر انتخاب آگاهانه استوار است.,ترنم همدلی,original,1405
یازدهم,انسانی,دین و زندگی,دین و زندگی,بخش 6,هدایت,,متوسط,عقل و وحی چه نقشی در هدایت دارند؟,راهنمایی انسان,ایجاد سردرگمی,حذف انتخاب,افزایش جهل,A,هر دو در چارچوب آموزه دینی ابزار هدایت‌اند.,ترنم همدلی,original,1405
یازدهم,انسانی,زبان انگلیسی,زبان انگلیسی,بخش 1,واژگان,,متوسط,"meaning of ""benefit"" چیست؟",فایده,خطر,هزینه,شکست,A,benefit یعنی فایده.,ترنم همدلی,original,1405
یازدهم,انسانی,زبان انگلیسی,زبان انگلیسی,بخش 2,گرامر,,متوسط,کدام جمله درست است؟,She has finished her work.,She have finished.,She finish has.,She finishing has.,A,ساختار حال کامل برای she با has است.,ترنم همدلی,original,1405
یازدهم,انسانی,زبان انگلیسی,زبان انگلیسی,بخش 3,مجهول,,متوسط,کدام جمله مجهول است؟,Ali wrote the letter.,The letter was written by Ali.,Ali writes letters.,Ali is writing.,B,در جمله دوم فاعل گیرنده عمل است.,ترنم همدلی,original,1405
یازدهم,انسانی,زبان انگلیسی,زبان انگلیسی,بخش 4,شرطی,,متوسط,کدام جمله شرطی نوع اول است؟,"If it rains, we will stay home.","If it rained, we would stay.","If it had rained, we would have stayed.",It rains yesterday.,A,شرطی نوع اول معمولاً if+حال و will دارد.,ترنم همدلی,original,1405
یازدهم,انسانی,زبان انگلیسی,زبان انگلیسی,بخش 5,درک مطلب,,متوسط,برای فهم ایده اصلی متن چه چیزی مهم است؟,تمرکز بر پیام کلی,حفظ همه کلمات,نادیده گرفتن عنوان,فقط ترجمه یک جمله,A,ایده اصلی پیام کلی متن است.,ترنم همدلی,original,1405
یازدهم,انسانی,زبان انگلیسی,زبان انگلیسی,بخش 6,واژگان,,متوسط,"opposite of ""increase"" چیست؟",decrease,improve,expand,raise,A,decrease متضاد increase است.,ترنم همدلی,original,1405
یازدهم,انسانی,علوم و فنون ادبی,علوم و فنون ادبی یازدهم,بخش 1,عروض,,متوسط,واحد بنیادی وزن شعر فارسی چیست؟,هجا,بند,جمله,مصراع تنها,A,وزن بر پایه هجاها بررسی می‌شود.,ترنم همدلی,original,1405
یازدهم,انسانی,علوم و فنون ادبی,علوم و فنون ادبی یازدهم,بخش 2,آرایه,,متوسط,تضاد چیست؟,جمع دو مفهوم مخالف,تکرار صدا,تشبیه,حذف فعل,A,تضاد کنار هم آمدن مفاهیم مخالف است.,ترنم همدلی,original,1405
یازدهم,انسانی,علوم و فنون ادبی,علوم و فنون ادبی یازدهم,بخش 3,قافیه,,متوسط,قافیه در شعر چه نقشی دارد؟,آهنگ و هماهنگی پایانی,معنی واژه,ساخت جمله,تغییر موضوع,A,قافیه به هماهنگی پایانی شعر کمک می‌کند.,ترنم همدلی,original,1405
یازدهم,انسانی,علوم و فنون ادبی,علوم و فنون ادبی یازدهم,بخش 4,سبک,,متوسط,سبک خراسانی چه ویژگی برجسته‌ای دارد؟,زبان نسبتاً ساده و استوار,پیچیدگی کامل عرفانی,زبان کاملاً محاوره‌ای,نبود وزن,A,از ویژگی‌های شناخته‌شده سبک خراسانی زبان نسبتاً ساده و استوار است.,ترنم همدلی,original,1405
یازدهم,انسانی,علوم و فنون ادبی,علوم و فنون ادبی یازدهم,بخش 5,واج‌آرایی,,متوسط,واج‌آرایی چیست؟,تکرار یک واج,تکرار معنی,تضاد,تشبیه,A,تکرار آوای یک واج واج‌آرایی است.,ترنم همدلی,original,1405
یازدهم,انسانی,علوم و فنون ادبی,علوم و فنون ادبی یازدهم,بخش 6,معانی,,متوسط,خبر در جمله چه نقشی دارد؟,انتقال اطلاعات درباره نهاد,فقط پرسش,امر,نداء,A,خبر درباره نهاد اطلاعات می‌دهد.,ترنم همدلی,original,1405
یازدهم,انسانی,جامعه‌شناسی,جامعه‌شناسی یازدهم,بخش 1,کنش اجتماعی,,متوسط,کنش اجتماعی چیست؟,رفتار معنادار نسبت به دیگران,حرکت فیزیکی بدون معنا,فقط تفکر,واکنش شیمیایی,A,کنش اجتماعی رفتار معنادار در ارتباط با دیگران است.,ترنم همدلی,original,1405
یازدهم,انسانی,جامعه‌شناسی,جامعه‌شناسی یازدهم,بخش 2,فرهنگ,,متوسط,فرهنگ شامل چه چیزهایی است؟,ارزش‌ها و هنجارها و نمادها,فقط ساختمان‌ها,فقط اقتصاد,فقط جغرافیا,A,فرهنگ مجموعه‌ای از ارزش‌ها، هنجارها، نمادها و معانی است.,ترنم همدلی,original,1405
یازدهم,انسانی,جامعه‌شناسی,جامعه‌شناسی یازدهم,بخش 3,نهاد اجتماعی,,متوسط,خانواده نمونه چیست؟,نهاد اجتماعی,عنصر شیمیایی,قانون طبیعی,دستگاه فیزیکی,A,خانواده یک نهاد اجتماعی بنیادی است.,ترنم همدلی,original,1405
یازدهم,انسانی,جامعه‌شناسی,جامعه‌شناسی یازدهم,بخش 4,هویت,,متوسط,هویت اجتماعی چه چیزی را نشان می‌دهد؟,جایگاه و تعلقات فرد در جامعه,فقط قد و وزن,فقط درآمد,فقط ژنتیک,A,هویت اجتماعی با تعلقات و نقش‌های اجتماعی پیوند دارد.,ترنم همدلی,original,1405
یازدهم,انسانی,جامعه‌شناسی,جامعه‌شناسی یازدهم,بخش 5,تغییر اجتماعی,,متوسط,کدام مورد می‌تواند عامل تغییر اجتماعی باشد؟,فناوری,سکون کامل,نبود ارتباط,حذف آموزش,A,فناوری می‌تواند الگوهای زندگی اجتماعی را تغییر دهد.,ترنم همدلی,original,1405
یازدهم,انسانی,جامعه‌شناسی,جامعه‌شناسی یازدهم,بخش 6,جهانی‌شدن,,متوسط,جهانی‌شدن به چه معناست؟,افزایش پیوندهای جهانی,انزوای کامل جوامع,کاهش ارتباط,حذف فناوری,A,جهانی‌شدن با افزایش ارتباط و وابستگی متقابل همراه است.,ترنم همدلی,original,1405
یازدهم,انسانی,اقتصاد,اقتصاد یازدهم,بخش 1,نیاز و خواسته,,متوسط,نیاز چه تفاوتی با خواسته دارد؟,ضروری‌تر بودن نیاز,گران‌تر بودن نیاز,همیشه یکسان بودن,نداشتن هزینه,A,نیاز برای زندگی ضروری‌تر است.,ترنم همدلی,original,1405
یازدهم,انسانی,اقتصاد,اقتصاد یازدهم,بخش 2,کمیابی,,متوسط,کمیابی چرا مسئله اقتصادی ایجاد می‌کند؟,منابع محدودند و نیازها گسترده,همه چیز فراوان است,تقاضا صفر است,قیمت‌ها ثابت‌اند,A,محدودیت منابع انتخاب را ضروری می‌کند.,ترنم همدلی,original,1405
یازدهم,انسانی,اقتصاد,اقتصاد یازدهم,بخش 3,عرضه و تقاضا,,متوسط,افزایش تقاضا با ثابت بودن سایر شرایط چه اثری می‌تواند داشته باشد؟,افزایش قیمت,کاهش قطعی قیمت,حذف بازار,ثابت ماندن حتمی,A,در مدل ساده افزایش تقاضا فشار افزایشی بر قیمت دارد.,ترنم همدلی,original,1405
یازدهم,انسانی,اقتصاد,اقتصاد یازدهم,بخش 4,تورم,,متوسط,تورم چیست؟,افزایش مستمر سطح عمومی قیمت‌ها,کاهش یک قیمت,افزایش تولید یک کالا,ثبات قیمت‌ها,A,تورم افزایش عمومی و مستمر سطح قیمت‌هاست.,ترنم همدلی,original,1405
یازدهم,انسانی,اقتصاد,اقتصاد یازدهم,بخش 5,پس‌انداز,,متوسط,پس‌انداز چه نقشی دارد؟,تأمین منابع آینده,افزایش مصرف فوری,حذف سرمایه‌گذاری,کاهش درآمد,A,پس‌انداز منابع را برای آینده فراهم می‌کند.,ترنم همدلی,original,1405
یازدهم,انسانی,اقتصاد,اقتصاد یازدهم,بخش 6,کارآفرینی,,متوسط,کارآفرین چه کاری انجام می‌دهد؟,شناسایی فرصت و پذیرش ریسک,فقط مصرف کالا,حذف نوآوری,کاهش بهره‌وری,A,کارآفرینی با فرصت، نوآوری و پذیرش ریسک همراه است.,ترنم همدلی,original,1405
یازدهم,انسانی,فلسفه,فلسفه یازدهم,بخش 1,تعریف فلسفه,,متوسط,فلسفه بیشتر با چه نوع پرسش‌هایی سروکار دارد؟,پرسش‌های بنیادی درباره هستی و شناخت,فقط محاسبات,فقط آزمایشگاه,فقط ورزش,A,فلسفه به پرسش‌های بنیادی می‌پردازد.,ترنم همدلی,original,1405
یازدهم,انسانی,فلسفه,فلسفه یازدهم,بخش 2,معرفت,,متوسط,معرفت یعنی چه؟,شناخت و آگاهی,صرفاً احساس,حرکت,تغذیه,A,معرفت به شناخت و آگاهی اشاره دارد.,ترنم همدلی,original,1405
یازدهم,انسانی,فلسفه,فلسفه یازدهم,بخش 3,استدلال,,متوسط,استدلال چه هدفی دارد؟,پشتیبانی منطقی از نتیجه,حذف دلیل,افزایش ابهام,تکرار واژه,A,استدلال برای حمایت منطقی از نتیجه به کار می‌رود.,ترنم همدلی,original,1405
یازدهم,انسانی,فلسفه,فلسفه یازدهم,بخش 4,واقعیت,,متوسط,پرسش «چه چیزی واقعاً وجود دارد؟» بیشتر مربوط به چیست؟,هستی‌شناسی,اخلاق کاربردی,اقتصاد,دستور زبان,A,هستی‌شناسی درباره وجود و واقعیت بحث می‌کند.,ترنم همدلی,original,1405
یازدهم,انسانی,فلسفه,فلسفه یازدهم,بخش 5,اخلاق,,متوسط,پرسش «چه کاری درست است؟» به کدام حوزه نزدیک‌تر است؟,اخلاق,هستی‌شناسی,فیزیک,جغرافیا,A,اخلاق درباره درست و نادرست عمل بحث می‌کند.,ترنم همدلی,original,1405
یازدهم,انسانی,فلسفه,فلسفه یازدهم,بخش 6,شناخت,,متوسط,تفاوت باور و دانش چیست؟,دانش نیازمند پشتوانه معرفتی است,هیچ تفاوتی ندارند,باور همیشه علمی است,دانش بدون دلیل است,A,دانش معمولاً به توجیه و پشتوانه معرفتی نیاز دارد.,ترنم همدلی,original,1405
یازدهم,انسانی,روان‌شناسی,روان‌شناسی یازدهم,بخش 1,یادگیری,,متوسط,یادگیری چیست؟,تغییر نسبتاً پایدار در رفتار یا توانایی,تغییر لحظه‌ای ضربان قلب,رشد قد,خواب,A,تعریف رایج یادگیری بر تغییر نسبتاً پایدار تأکید دارد.,ترنم همدلی,original,1405
یازدهم,انسانی,روان‌شناسی,روان‌شناسی یازدهم,بخش 2,حافظه,,متوسط,حافظه کوتاه‌مدت چه ویژگی دارد؟,ظرفیت و دوام محدودتر,ظرفیت نامحدود,بدون فراموشی,فقط برای مهارت حرکتی,A,حافظه کوتاه‌مدت ظرفیت و دوام محدودتری دارد.,ترنم همدلی,original,1405
یازدهم,انسانی,روان‌شناسی,روان‌شناسی یازدهم,بخش 3,انگیزه,,متوسط,انگیزه چه نقشی دارد؟,جهت‌دهی و فعال‌سازی رفتار,حذف هدف,کاهش همه رفتارها,تغییر رنگ چشم,A,انگیزه رفتار را فعال و جهت‌دهی می‌کند.,ترنم همدلی,original,1405
یازدهم,انسانی,روان‌شناسی,روان‌شناسی یازدهم,بخش 4,ادراک,,متوسط,ادراک چیست؟,تفسیر اطلاعات حسی,فقط دریافت نور,حرکت عضله,تنفس,A,ادراک تفسیر و سازمان‌دهی اطلاعات حسی است.,ترنم همدلی,original,1405
یازدهم,انسانی,روان‌شناسی,روان‌شناسی یازدهم,بخش 5,شخصیت,,متوسط,شخصیت به چه چیزی اشاره دارد؟,الگوهای نسبتاً پایدار ویژگی و رفتار,یک هیجان لحظه‌ای,قد,وزن,A,شخصیت مجموعه الگوهای نسبتاً پایدار ویژگی‌ها و رفتار است.,ترنم همدلی,original,1405
یازدهم,انسانی,روان‌شناسی,روان‌شناسی یازدهم,بخش 6,استرس,,متوسط,استرس چه زمانی می‌تواند مشکل‌زا شود؟,وقتی طولانی و ناتوان‌کننده باشد,هرگز,فقط هنگام ورزش,فقط در خواب,A,استرس شدید یا مزمن می‌تواند مشکل‌زا شود.,ترنم همدلی,original,1405
یازدهم,انسانی,تاریخ,تاریخ یازدهم,بخش 1,منبع تاریخی,,متوسط,منبع دست‌اول چیست؟,اثر یا گزارش نزدیک به زمان رویداد,خلاصه امروزی,نظر شخص ثالث,داستان تخیلی,A,منبع دست‌اول به دوره یا شاهد نزدیک‌تر است.,ترنم همدلی,original,1405
یازدهم,انسانی,تاریخ,تاریخ یازدهم,بخش 2,علت و معلول,,متوسط,در تحلیل تاریخی چرا علت و معلول مهم است؟,برای فهم چرایی رویدادها,برای حفظ تاریخ‌ها فقط,برای حذف زمینه,برای شمارش جمعیت,A,تحلیل علت و معلول فهم رویداد را عمیق‌تر می‌کند.,ترنم همدلی,original,1405
یازدهم,انسانی,تاریخ,تاریخ یازدهم,بخش 3,دوره‌بندی,,متوسط,دوره‌بندی تاریخی چه فایده‌ای دارد؟,سازمان‌دهی مطالعه گذشته,تغییر واقعیت,حذف منابع,ساختن رویداد,A,دوره‌بندی مطالعه گذشته را منظم می‌کند.,ترنم همدلی,original,1405
یازدهم,انسانی,تاریخ,تاریخ یازدهم,بخش 4,منبع,,متوسط,کدام مورد منبع مادی است؟,سکه تاریخی,نظر دانش‌آموز,پست شبکه اجتماعی امروز,فرمول ریاضی,A,سکه تاریخی یک منبع مادی است.,ترنم همدلی,original,1405
یازدهم,انسانی,تاریخ,تاریخ یازدهم,بخش 5,نقد منبع,,متوسط,در نقد منبع چه چیزی بررسی می‌شود؟,اعتبار و زمینه منبع,فقط طول متن,رنگ کاغذ,تعداد صفحات تنها,A,اعتبار، نویسنده، زمان و زمینه اهمیت دارند.,ترنم همدلی,original,1405
یازدهم,انسانی,تاریخ,تاریخ یازدهم,بخش 6,تحلیل,,متوسط,یک رویداد تاریخی را باید چگونه بررسی کرد؟,با توجه به زمینه و شواهد,فقط با یک نظر,بدون منبع,صرفاً با حدس,A,تحلیل تاریخی باید مبتنی بر شواهد و زمینه باشد.,ترنم همدلی,original,1405
یازدهم,انسانی,جغرافیا,جغرافیا یازدهم,بخش 1,نقشه,,متوسط,مقیاس چه چیزی را نشان می‌دهد؟,رابطه فاصله نقشه و واقعیت,فقط جهت,فقط ارتفاع,نوع خاک,A,مقیاس رابطه فاصله روی نقشه با واقعیت است.,ترنم همدلی,original,1405
یازدهم,انسانی,جغرافیا,جغرافیا یازدهم,بخش 2,آب‌وهوا,,متوسط,اقلیم چیست؟,الگوی بلندمدت وضعیت جوی,وضعیت یک ساعت,فقط بارش امروز,باد لحظه‌ای,A,اقلیم الگوی بلندمدت شرایط جوی است.,ترنم همدلی,original,1405
یازدهم,انسانی,جغرافیا,جغرافیا یازدهم,بخش 3,جمعیت,,متوسط,تراکم جمعیت چگونه محاسبه می‌شود؟,جمعیت تقسیم بر مساحت,مساحت تقسیم بر جمعیت,جمعیت ضربدر مساحت,جمعیت منهای مساحت,A,تراکم=جمعیت/مساحت.,ترنم همدلی,original,1405
